# Ac matrix for the 1D \cos\theta_\mu cross section
# To transform generator predictions in the 1D \cos\theta_\mu bins (v) into the regularized space, compute Ac * v.
-0.029265,-0.004544,0.034307,0.073988,0.025018,-0.071934,0.015895,-0.039490,0.093461,-0.013103,-0.030540,0.063225,-0.098953,0.121033,0.549939,0.234432,-0.123813,-0.003379,-0.002624,0.065932,-0.047844,-0.003969,0.092021,0.010840,0.005944,0.009352,-0.033644,0.034992,-0.008519
-0.013081,-0.008796,0.049625,0.032853,-0.011120,0.050911,-0.093673,0.017890,-0.025569,0.065089,0.039403,0.004147,-0.062390,-0.096123,0.234315,0.552480,0.094118,-0.024463,-0.022916,0.030322,-0.004534,-0.058309,0.119436,0.068188,0.006239,-0.030292,0.010700,0.008321,0.018668
0.020387,-0.043450,0.088527,-0.064215,0.007886,0.122387,-0.081243,-0.083779,0.017946,0.054648,0.047045,0.039629,-0.066336,-0.052455,-0.011005,0.224598,0.437195,0.133487,-0.025031,0.081610,-0.060594,-0.074640,0.152247,0.129142,-0.103569,-0.034599,0.103954,-0.040602,0.077278
0.032414,-0.029229,0.035621,-0.064259,0.068532,0.072288,-0.048598,-0.122712,0.075916,-0.006364,0.024827,0.027384,0.061740,-0.158219,0.057055,0.021863,0.051068,0.449041,0.240191,0.131979,-0.177719,0.025167,0.109758,0.084219,-0.033835,-0.023298,0.008780,0.029051,0.046429
0.031118,-0.004833,-0.027470,0.004151,0.025761,0.085358,-0.085940,-0.049962,0.031476,0.036403,-0.104443,0.187683,-0.099244,-0.029538,0.035214,-0.001839,-0.177456,0.209937,0.590262,0.217289,-0.035967,-0.078058,0.138430,0.066562,-0.056547,0.008409,0.028640,-0.016341,0.051271
-0.006657,0.043056,-0.058801,0.044706,0.035950,0.018834,-0.061872,-0.049606,0.088767,-0.070458,0.067647,-0.017370,-0.033439,-0.019926,0.043952,-0.007364,-0.138643,0.055682,0.166782,0.597069,0.222953,-0.110667,0.021039,0.178124,-0.047517,-0.094440,0.069806,-0.014330,0.027907
-0.002386,0.009561,-0.015942,0.019122,0.070743,-0.063274,0.025854,-0.078139,0.039425,0.060239,-0.062851,0.078867,-0.086180,-0.066339,0.049520,0.074008,-0.100748,-0.063633,0.037773,0.343044,0.458413,0.084782,0.111162,0.084796,-0.072157,-0.103236,0.009179,0.062759,0.058510
0.037223,-0.048643,0.006092,0.057569,-0.011250,-0.021427,0.002200,-0.083781,0.124727,-0.016788,-0.016795,0.049775,-0.116411,-0.078368,0.090848,0.056011,-0.123919,0.075931,0.025931,0.065559,0.102368,0.469445,0.348533,0.035714,-0.176285,-0.028858,-0.011263,0.035740,0.177564
0.014702,-0.045020,0.079292,0.007490,-0.079861,0.069911,-0.062205,-0.049673,0.102076,0.026567,0.004401,-0.008939,-0.111814,-0.096781,0.067230,0.076023,-0.030952,0.012462,0.084704,0.016132,-0.064462,0.134262,0.662622,0.225191,-0.146036,-0.062426,0.051645,0.046586,-0.025612
-0.018837,-0.008121,0.106148,-0.047533,-0.069972,0.089830,-0.077878,-0.028957,0.044431,0.113639,-0.021402,-0.047852,-0.069725,-0.112283,0.035711,0.101430,-0.013286,0.020155,-0.002586,0.174218,-0.084042,-0.124205,0.273987,0.552267,0.132780,-0.059265,0.035802,-0.009085,-0.017017
